NomeDispositivo,DescricaoDispositivo,Voltagem,Status,Temperatura,ConsumoWatts,CustoConsumo
Microondas,Aquecedor de alimentos,128.96,Ligado,36.22,1203.47,25.01
Ar Condicionado,Climatizador de ambiente,220.28,Desligado,22.73,2000.45,34.72
Microondas,Aquecedor de alimentos,127.9,Ligado,35.94,1191.44,12.33
Geladeira,Eletrodoméstico de cozinha,221.65,Ligado,3.61,155.53,3.93
Máquina de Lavar,Eletrodoméstico de lavanderia,218.61,Ligado,19.08,505.19,7.11
Microondas,Aquecedor de alimentos,131.82,Ligado,35.88,1194.55,29.01
Geladeira,Eletrodoméstico de cozinha,221.49,Ligado,5.64,150.53,1.69
Ar Condicionado,Climatizador de ambiente,215.58,Desligado,22.47,2005.0,35.96
Geladeira,Eletrodoméstico de cozinha,220.92,Ligado,5.04,140.51,2.58
Geladeira,Eletrodoméstico de cozinha,220.53,Ligado,3.85,151.07,1.77
Máquina de Lavar,Eletrodoméstico de lavanderia,215.32,Ligado,18.85,500.51,11.99
Ar Condicionado,Climatizador de ambiente,215.42,Desligado,23.08,2007.02,23.68
Máquina de Lavar,Eletrodoméstico de lavanderia,223.44,Ligado,21.46,504.13,9.2
Microondas,Aquecedor de alimentos,131.28,Ligado,34.28,1201.62,30.55
Geladeira,Eletrodoméstico de cozinha,221.25,Ligado,5.06,147.6,2.83
Ar Condicionado,Climatizador de ambiente,220.97,Desligado,22.6,2003.98,55.76
Ar Condicionado,Climatizador de ambiente,222.96,Desligado,23.16,2005.88,36.66
Microondas,Aquecedor de alimentos,130.13,Ligado,33.38,1205.16,12.82
Microondas,Aquecedor de alimentos,126.26,Ligado,33.05,1199.31,28.17
Ar Condicionado,Climatizador de ambiente,224.05,Desligado,23.38,2005.76,25.7
Geladeira,Eletrodoméstico de cozinha,224.64,Ligado,5.29,149.7,1.69
Geladeira,Eletrodoméstico de cozinha,217.51,Ligado,5.75,158.89,4.44
Televisão,Eletrônico de entretenimento,128.78,Ligado,28.86,95.23,2.55
Ar Condicionado,Climatizador de ambiente,215.69,Desligado,25.41,2005.07,28.07
Televisão,Eletrônico de entretenimento,131.28,Ligado,28.37,93.49,1.99
Geladeira,Eletrodoméstico de cozinha,215.39,Ligado,4.56,140.41,2.49
Ar Condicionado,Climatizador de ambiente,223.55,Desligado,22.01,2004.64,45.83
Máquina de Lavar,Eletrodoméstico de lavanderia,218.49,Ligado,21.9,505.69,7.03
Máquina de Lavar,Eletrodoméstico de lavanderia,224.29,Ligado,21.7,494.57,5.29
Microondas,Aquecedor de alimentos,125.69,Ligado,35.67,1208.4,24.58
Máquina de Lavar,Eletrodoméstico de lavanderia,220.82,Ligado,20.47,494.22,14.5
Microondas,Aquecedor de alimentos,131.83,Ligado,36.01,1203.05,21.39
Geladeira,Eletrodoméstico de cozinha,223.68,Ligado,5.38,153.32,2.69
Microondas,Aquecedor de alimentos,125.22,Ligado,35.85,1205.73,20.12
Ar Condicionado,Climatizador de ambiente,219.14,Desligado,24.66,1991.17,59.64
Máquina de Lavar,Eletrodoméstico de lavanderia,219.21,Ligado,21.94,502.16,14.27
Ar Condicionado,Climatizador de ambiente,223.96,Desligado,22.21,1992.49,25.93
Geladeira,Eletrodoméstico de cozinha,223.55,Ligado,5.19,143.57,2.14
Geladeira,Eletrodoméstico de cozinha,216.7,Ligado,5.24,153.07,3.18
Máquina de Lavar,Eletrodoméstico de lavanderia,224.66,Ligado,18.03,496.95,6.47
Máquina de Lavar,Eletrodoméstico de lavanderia,222.1,Ligado,21.52,492.75,9.25
Ar Condicionado,Climatizador de ambiente,223.21,Desligado,23.93,1994.93,58.64
Microondas,Aquecedor de alimentos,127.61,Ligado,35.76,1194.23,35.56
Televisão,Eletrônico de entretenimento,130.14,Ligado,30.36,103.29,2.42
Ar Condicionado,Climatizador de ambiente,223.55,Desligado,25.98,2001.08,22.85
Máquina de Lavar,Eletrodoméstico de lavanderia,217.19,Ligado,21.97,506.88,6.28
Máquina de Lavar,Eletrodoméstico de lavanderia,217.02,Ligado,20.63,493.61,8.72
Ar Condicionado,Climatizador de ambiente,219.32,Desligado,25.23,1993.05,48.67
Microondas,Aquecedor de alimentos,128.83,Ligado,33.47,1196.26,20.37
Televisão,Eletrônico de entretenimento,125.7,Ligado,30.72,109.16,1.37
Geladeira,Eletrodoméstico de cozinha,218.53,Ligado,2.47,147.02,3.3
Ar Condicionado,Climatizador de ambiente,217.53,Desligado,25.09,2003.67,31.88
Televisão,Eletrônico de entretenimento,127.73,Ligado,31.57,108.03,2.49
Máquina de Lavar,Eletrodoméstico de lavanderia,215.53,Ligado,19.49,495.84,12.6
Televisão,Eletrônico de entretenimento,122.39,Ligado,31.02,98.72,1.53
Televisão,Eletrônico de entretenimento,128.51,Ligado,29.99,108.19,2.63
Geladeira,Eletrodoméstico de cozinha,223.01,Ligado,4.67,157.63,3.08
Máquina de Lavar,Eletrodoméstico de lavanderia,216.46,Ligado,21.3,498.69,10.39
Televisão,Eletrônico de entretenimento,123.92,Ligado,31.54,100.66,1.08
Televisão,Eletrônico de entretenimento,125.15,Ligado,28.98,94.59,1.26
Ar Condicionado,Climatizador de ambiente,217.39,Desligado,22.82,1994.55,28.91
Geladeira,Eletrodoméstico de cozinha,219.37,Ligado,2.18,145.58,2.44
Ar Condicionado,Climatizador de ambiente,223.76,Desligado,25.02,1996.11,22.59
Ar Condicionado,Climatizador de ambiente,217.57,Desligado,23.4,1996.93,37.59
Ar Condicionado,Climatizador de ambiente,224.95,Desligado,23.04,1994.27,56.26
Televisão,Eletrônico de entretenimento,124.32,Ligado,29.93,91.02,1.56
Geladeira,Eletrodoméstico de cozinha,215.42,Ligado,5.38,156.77,3.36
Televisão,Eletrônico de entretenimento,124.28,Ligado,30.45,95.12,2.17
Máquina de Lavar,Eletrodoméstico de lavanderia,222.13,Ligado,21.25,500.98,11.7
Televisão,Eletrônico de entretenimento,123.98,Ligado,30.56,96.09,2.8
Máquina de Lavar,Eletrodoméstico de lavanderia,224.83,Ligado,19.06,493.11,12.36
Televisão,Eletrônico de entretenimento,128.42,Ligado,28.76,91.81,1.18
Ar Condicionado,Climatizador de ambiente,216.02,Desligado,25.21,2003.18,56.29
Microondas,Aquecedor de alimentos,125.67,Ligado,34.57,1191.97,33.11
Microondas,Aquecedor de alimentos,128.06,Ligado,35.98,1191.83,20.94
Microondas,Aquecedor de alimentos,127.55,Ligado,36.83,1192.4,22.04
Televisão,Eletrônico de entretenimento,123.94,Ligado,31.35,104.95,3.06
Ar Condicionado,Climatizador de ambiente,215.84,Desligado,24.43,1990.45,50.87
Geladeira,Eletrodoméstico de cozinha,220.28,Ligado,2.91,158.22,3.29
Geladeira,Eletrodoméstico de cozinha,220.15,Ligado,3.76,154.31,4.41
Geladeira,Eletrodoméstico de cozinha,216.72,Ligado,3.78,154.43,4.28
Ar Condicionado,Climatizador de ambiente,222.24,Desligado,26.0,1992.73,45.23
Máquina de Lavar,Eletrodoméstico de lavanderia,221.38,Ligado,21.09,504.85,7.88
Máquina de Lavar,Eletrodoméstico de lavanderia,216.57,Ligado,18.92,505.48,5.79
Geladeira,Eletrodoméstico de cozinha,223.31,Ligado,5.45,158.94,4.2
Televisão,Eletrônico de entretenimento,127.96,Ligado,28.39,100.14,1.15
Televisão,Eletrônico de entretenimento,122.82,Ligado,30.25,99.97,1.99
Ar Condicionado,Climatizador de ambiente,222.55,Desligado,23.9,2001.2,53.16
Televisão,Eletrônico de entretenimento,128.88,Ligado,30.12,95.51,1.45
Televisão,Eletrônico de entretenimento,128.91,Ligado,29.63,103.23,1.4
Televisão,Eletrônico de entretenimento,127.83,Ligado,30.03,107.4,1.89
Ar Condicionado,Climatizador de ambiente,219.29,Desligado,25.78,2008.77,47.86
Máquina de Lavar,Eletrodoméstico de lavanderia,223.91,Ligado,19.35,498.01,8.94
Televisão,Eletrônico de entretenimento,128.54,Ligado,31.73,103.07,2.46
Máquina de Lavar,Eletrodoméstico de lavanderia,223.5,Ligado,21.57,501.93,7.82
Ar Condicionado,Climatizador de ambiente,224.4,Desligado,22.5,1996.77,57.17
Máquina de Lavar,Eletrodoméstico de lavanderia,223.46,Ligado,19.7,496.43,10.7
Televisão,Eletrônico de entretenimento,127.56,Ligado,29.95,107.71,1.11
Televisão,Eletrônico de entretenimento,124.68,Ligado,28.36,96.75,2.05
Geladeira,Eletrodoméstico de cozinha,222.18,Ligado,5.82,142.35,3.49
Televisão,Eletrônico de entretenimento,130.78,Ligado,29.22,103.5,1.5
Microondas,Aquecedor de alimentos,126.42,Ligado,34.58,1201.85,16.14
Geladeira,Eletrodoméstico de cozinha,215.33,Ligado,3.76,151.74,3.16
Geladeira,Eletrodoméstico de cozinha,217.93,Ligado,2.44,141.79,2.67
Geladeira,Eletrodoméstico de cozinha,223.81,Ligado,3.58,151.01,2.14
Ar Condicionado,Climatizador de ambiente,215.55,Desligado,23.01,2001.24,58.07
Máquina de Lavar,Eletrodoméstico de lavanderia,215.72,Ligado,19.11,494.65,7.01
Máquina de Lavar,Eletrodoméstico de lavanderia,219.25,Ligado,21.9,501.56,9.37
Geladeira,Eletrodoméstico de cozinha,215.28,Ligado,3.53,150.38,4.37
Microondas,Aquecedor de alimentos,129.43,Ligado,34.77,1191.78,16.08
Geladeira,Eletrodoméstico de cozinha,219.83,Ligado,4.48,143.78,2.78
Máquina de Lavar,Eletrodoméstico de lavanderia,224.13,Ligado,18.98,508.62,13.58
Televisão,Eletrônico de entretenimento,128.43,Ligado,29.55,104.09,1.49
Ar Condicionado,Climatizador de ambiente,218.74,Desligado,25.38,2008.65,54.88
Máquina de Lavar,Eletrodoméstico de lavanderia,222.55,Ligado,21.68,503.68,12.19
Ar Condicionado,Climatizador de ambiente,215.16,Desligado,24.52,1995.54,29.55
Geladeira,Eletrodoméstico de cozinha,220.95,Ligado,4.35,151.87,2.71
Geladeira,Eletrodoméstico de cozinha,220.43,Ligado,5.13,157.85,3.26
Televisão,Eletrônico de entretenimento,123.37,Ligado,30.35,99.35,1.29
Geladeira,Eletrodoméstico de cozinha,222.37,Ligado,2.23,148.12,2.74
Televisão,Eletrônico de entretenimento,124.09,Ligado,30.72,95.55,2.11
Microondas,Aquecedor de alimentos,128.83,Ligado,36.73,1199.4,22.48
Geladeira,Eletrodoméstico de cozinha,215.66,Ligado,4.27,153.09,1.53
Máquina de Lavar,Eletrodoméstico de lavanderia,222.31,Ligado,20.1,491.45,11.47
Televisão,Eletrônico de entretenimento,127.87,Ligado,28.5,103.03,2.3
Televisão,Eletrônico de entretenimento,131.39,Ligado,29.1,104.13,1.23
Máquina de Lavar,Eletrodoméstico de lavanderia,220.31,Ligado,20.79,504.3,11.43
Máquina de Lavar,Eletrodoméstico de lavanderia,223.24,Ligado,18.48,497.88,10.55
Máquina de Lavar,Eletrodoméstico de lavanderia,219.38,Ligado,21.41,498.85,5.82
Máquina de Lavar,Eletrodoméstico de lavanderia,218.77,Ligado,19.01,490.64,8.99
Ar Condicionado,Climatizador de ambiente,223.82,Desligado,23.95,1996.15,24.94
Microondas,Aquecedor de alimentos,131.96,Ligado,34.67,1203.76,28.45
Máquina de Lavar,Eletrodoméstico de lavanderia,219.5,Ligado,21.86,492.26,12.46
Máquina de Lavar,Eletrodoméstico de lavanderia,218.68,Ligado,21.59,504.52,10.41
Máquina de Lavar,Eletrodoméstico de lavanderia,218.7,Ligado,19.73,506.83,11.2
Televisão,Eletrônico de entretenimento,126.93,Ligado,28.63,91.8,2.25
Televisão,Eletrônico de entretenimento,124.18,Ligado,28.17,109.65,3.18
Microondas,Aquecedor de alimentos,128.29,Ligado,34.2,1209.97,33.05
Geladeira,Eletrodoméstico de cozinha,221.79,Ligado,5.5,144.23,3.85
Ar Condicionado,Climatizador de ambiente,218.98,Desligado,24.43,2007.96,21.15
Ar Condicionado,Climatizador de ambiente,216.23,Desligado,22.08,1993.06,32.91
Televisão,Eletrônico de entretenimento,127.61,Ligado,31.99,92.25,1.76
Televisão,Eletrônico de entretenimento,126.98,Ligado,30.47,107.8,2.24
Microondas,Aquecedor de alimentos,124.96,Ligado,34.02,1209.34,23.85
Microondas,Aquecedor de alimentos,123.44,Ligado,36.96,1196.45,33.51
Televisão,Eletrônico de entretenimento,129.2,Ligado,28.23,105.0,2.43
Geladeira,Eletrodoméstico de cozinha,221.8,Ligado,5.93,154.52,3.18
Microondas,Aquecedor de alimentos,131.14,Ligado,33.21,1209.35,30.72
Geladeira,Eletrodoméstico de cozinha,223.2,Ligado,4.32,152.72,4.19
Ar Condicionado,Climatizador de ambiente,218.55,Desligado,25.64,1990.08,59.14
Microondas,Aquecedor de alimentos,130.52,Ligado,34.33,1206.6,17.68
Televisão,Eletrônico de entretenimento,130.83,Ligado,31.73,106.13,2.7
Ar Condicionado,Climatizador de ambiente,223.25,Desligado,25.5,2009.47,30.26
Geladeira,Eletrodoméstico de cozinha,222.89,Ligado,2.09,146.52,2.95
Geladeira,Eletrodoméstico de cozinha,219.6,Ligado,2.92,144.99,1.72
Geladeira,Eletrodoméstico de cozinha,223.8,Ligado,2.39,152.65,3.15
Microondas,Aquecedor de alimentos,123.34,Ligado,35.95,1205.02,35.26
Máquina de Lavar,Eletrodoméstico de lavanderia,219.76,Ligado,21.89,496.5,13.39
Televisão,Eletrônico de entretenimento,123.4,Ligado,31.74,96.42,1.27
Geladeira,Eletrodoméstico de cozinha,217.47,Ligado,3.68,158.75,4.55
Geladeira,Eletrodoméstico de cozinha,219.08,Ligado,3.48,145.6,4.31
Geladeira,Eletrodoméstico de cozinha,224.97,Ligado,4.99,153.19,1.6
Geladeira,Eletrodoméstico de cozinha,222.98,Ligado,3.93,141.58,2.01
Microondas,Aquecedor de alimentos,124.96,Ligado,36.06,1199.91,34.16
Microondas,Aquecedor de alimentos,122.86,Ligado,36.85,1191.27,35.69
Máquina de Lavar,Eletrodoméstico de lavanderia,224.16,Ligado,21.71,505.62,11.76
Geladeira,Eletrodoméstico de cozinha,221.25,Ligado,3.55,144.98,3.26
Televisão,Eletrônico de entretenimento,128.33,Ligado,31.97,109.99,1.11
Televisão,Eletrônico de entretenimento,130.79,Ligado,28.77,107.91,3.15
Ar Condicionado,Climatizador de ambiente,219.81,Desligado,22.36,1997.18,27.38
Ar Condicionado,Climatizador de ambiente,216.92,Desligado,24.11,2001.18,39.37
Microondas,Aquecedor de alimentos,125.12,Ligado,33.24,1202.36,28.58
Ar Condicionado,Climatizador de ambiente,224.96,Desligado,25.79,2003.95,27.45
Máquina de Lavar,Eletrodoméstico de lavanderia,215.92,Ligado,18.74,508.5,11.58
Televisão,Eletrônico de entretenimento,126.66,Ligado,30.64,95.31,1.37
Geladeira,Eletrodoméstico de cozinha,217.06,Ligado,5.92,158.31,2.07
Televisão,Eletrônico de entretenimento,126.07,Ligado,29.13,96.22,2.44
Máquina de Lavar,Eletrodoméstico de lavanderia,215.72,Ligado,21.09,495.57,9.4
Máquina de Lavar,Eletrodoméstico de lavanderia,218.93,Ligado,18.05,504.91,14.76
Microondas,Aquecedor de alimentos,131.09,Ligado,35.39,1206.5,32.74
Microondas,Aquecedor de alimentos,128.51,Ligado,36.11,1201.0,13.73
Máquina de Lavar,Eletrodoméstico de lavanderia,217.23,Ligado,19.81,501.2,6.46
Geladeira,Eletrodoméstico de cozinha,216.47,Ligado,2.96,154.38,2.23
Máquina de Lavar,Eletrodoméstico de lavanderia,220.52,Ligado,19.18,500.61,11.49
Geladeira,Eletrodoméstico de cozinha,221.84,Ligado,4.72,151.14,3.76
Televisão,Eletrônico de entretenimento,128.27,Ligado,29.57,105.9,1.82
Microondas,Aquecedor de alimentos,123.91,Ligado,35.02,1197.78,32.17
Geladeira,Eletrodoméstico de cozinha,220.42,Ligado,2.63,144.02,4.01
Ar Condicionado,Climatizador de ambiente,218.91,Desligado,25.17,1991.67,56.39
Televisão,Eletrônico de entretenimento,130.37,Ligado,30.57,102.38,2.83
Televisão,Eletrônico de entretenimento,127.39,Ligado,31.35,94.59,1.22
Geladeira,Eletrodoméstico de cozinha,215.98,Ligado,3.56,146.98,4.28
Microondas,Aquecedor de alimentos,130.73,Ligado,33.71,1191.29,16.5
Geladeira,Eletrodoméstico de cozinha,223.93,Ligado,4.37,149.71,1.88
Ar Condicionado,Climatizador de ambiente,220.85,Desligado,24.63,1999.31,38.8
Geladeira,Eletrodoméstico de cozinha,218.0,Ligado,3.57,157.03,2.41
Máquina de Lavar,Eletrodoméstico de lavanderia,216.44,Ligado,20.04,502.68,5.85
Ar Condicionado,Climatizador de ambiente,223.46,Desligado,23.15,2003.5,36.56
Televisão,Eletrônico de entretenimento,126.67,Ligado,29.78,96.56,2.4
Máquina de Lavar,Eletrodoméstico de lavanderia,217.13,Ligado,21.88,507.26,8.01
Microondas,Aquecedor de alimentos,124.74,Ligado,33.14,1206.52,16.34
Geladeira,Eletrodoméstico de cozinha,220.21,Ligado,4.12,140.76,2.37
Ar Condicionado,Climatizador de ambiente,219.01,Desligado,25.91,1997.17,53.86
Televisão,Eletrônico de entretenimento,122.85,Ligado,28.36,93.43,2.58
Televisão,Eletrônico de entretenimento,130.08,Ligado,30.73,95.96,1.45
Microondas,Aquecedor de alimentos,122.9,Ligado,36.18,1199.22,28.47
Microondas,Aquecedor de alimentos,128.76,Ligado,33.54,1204.06,27.0
Televisão,Eletrônico de entretenimento,127.67,Ligado,30.46,90.36,2.04
Geladeira,Eletrodoméstico de cozinha,223.56,Ligado,2.53,152.33,3.46
Televisão,Eletrônico de entretenimento,131.21,Ligado,28.61,105.45,2.62
Máquina de Lavar,Eletrodoméstico de lavanderia,220.65,Ligado,18.64,509.49,7.53
Microondas,Aquecedor de alimentos,128.7,Ligado,33.36,1207.89,25.63
Microondas,Aquecedor de alimentos,128.32,Ligado,33.79,1196.74,14.07
Ar Condicionado,Climatizador de ambiente,219.72,Desligado,22.16,1993.45,41.79
Microondas,Aquecedor de alimentos,125.22,Ligado,34.49,1207.93,19.56
Microondas,Aquecedor de alimentos,125.04,Ligado,35.18,1194.16,34.2
Máquina de Lavar,Eletrodoméstico de lavanderia,224.8,Ligado,20.47,493.73,6.47
Televisão,Eletrônico de entretenimento,127.79,Ligado,31.26,99.95,1.61
Máquina de Lavar,Eletrodoméstico de lavanderia,223.44,Ligado,21.73,508.02,5.89
Máquina de Lavar,Eletrodoméstico de lavanderia,224.03,Ligado,18.66,508.63,6.27
Máquina de Lavar,Eletrodoméstico de lavanderia,217.25,Ligado,21.84,503.09,9.37
Televisão,Eletrônico de entretenimento,128.41,Ligado,30.77,108.1,2.49
Televisão,Eletrônico de entretenimento,124.05,Ligado,30.77,92.14,2.3
Microondas,Aquecedor de alimentos,128.83,Ligado,34.5,1205.14,33.55
Ar Condicionado,Climatizador de ambiente,220.57,Desligado,24.99,1991.0,29.09
Televisão,Eletrônico de entretenimento,122.23,Ligado,31.83,90.15,2.05
Televisão,Eletrônico de entretenimento,128.29,Ligado,31.13,105.76,2.7
Microondas,Aquecedor de alimentos,124.44,Ligado,36.79,1204.1,23.74
Televisão,Eletrônico de entretenimento,126.9,Ligado,30.47,96.93,2.5
Máquina de Lavar,Eletrodoméstico de lavanderia,217.52,Ligado,21.65,490.93,12.26
Microondas,Aquecedor de alimentos,125.76,Ligado,36.38,1203.7,34.19
Geladeira,Eletrodoméstico de cozinha,222.27,Ligado,5.79,148.5,4.09
Ar Condicionado,Climatizador de ambiente,219.1,Desligado,24.31,2005.04,46.91
Máquina de Lavar,Eletrodoméstico de lavanderia,216.61,Ligado,18.83,509.67,12.27
Televisão,Eletrônico de entretenimento,127.57,Ligado,28.4,105.82,1.18
Ar Condicionado,Climatizador de ambiente,218.58,Desligado,23.77,1997.42,48.81
Microondas,Aquecedor de alimentos,130.73,Ligado,35.26,1195.38,23.28
Microondas,Aquecedor de alimentos,129.06,Ligado,35.64,1190.22,23.29
Geladeira,Eletrodoméstico de cozinha,219.64,Ligado,3.65,140.88,3.36
Geladeira,Eletrodoméstico de cozinha,219.6,Ligado,3.13,142.59,1.73
Geladeira,Eletrodoméstico de cozinha,222.74,Ligado,2.24,141.48,3.77
Televisão,Eletrônico de entretenimento,127.78,Ligado,30.88,108.27,2.93
Microondas,Aquecedor de alimentos,128.6,Ligado,33.09,1201.18,13.53
Microondas,Aquecedor de alimentos,122.02,Ligado,36.94,1195.97,33.64
Geladeira,Eletrodoméstico de cozinha,215.2,Ligado,3.78,158.35,2.79
Televisão,Eletrônico de entretenimento,130.23,Ligado,28.52,106.96,2.57
Televisão,Eletrônico de entretenimento,122.11,Ligado,28.79,92.08,1.17
Máquina de Lavar,Eletrodoméstico de lavanderia,223.04,Ligado,19.62,494.89,8.15
Televisão,Eletrônico de entretenimento,126.79,Ligado,31.18,105.73,1.12
Geladeira,Eletrodoméstico de cozinha,221.45,Ligado,2.86,151.15,3.22
Geladeira,Eletrodoméstico de cozinha,217.89,Ligado,5.79,151.57,2.22
Microondas,Aquecedor de alimentos,126.86,Ligado,34.2,1198.11,23.89
Geladeira,Eletrodoméstico de cozinha,215.43,Ligado,4.88,142.35,1.8
Microondas,Aquecedor de alimentos,125.36,Ligado,33.47,1190.98,21.47
Geladeira,Eletrodoméstico de cozinha,223.03,Ligado,2.87,154.41,2.46
Televisão,Eletrônico de entretenimento,128.0,Ligado,30.56,105.77,1.56
Ar Condicionado,Climatizador de ambiente,215.39,Desligado,25.92,2005.48,54.0
Microondas,Aquecedor de alimentos,129.03,Ligado,34.94,1207.92,34.83
Geladeira,Eletrodoméstico de cozinha,221.23,Ligado,3.32,141.46,3.02
Ar Condicionado,Climatizador de ambiente,218.01,Desligado,23.89,2007.21,26.26
Geladeira,Eletrodoméstico de cozinha,218.38,Ligado,3.89,143.34,1.93
Máquina de Lavar,Eletrodoméstico de lavanderia,223.15,Ligado,18.83,503.78,9.81
Geladeira,Eletrodoméstico de cozinha,216.77,Ligado,3.85,144.44,2.52
Microondas,Aquecedor de alimentos,130.19,Ligado,34.95,1203.89,14.54
Máquina de Lavar,Eletrodoméstico de lavanderia,221.54,Ligado,21.59,501.51,7.42
Microondas,Aquecedor de alimentos,127.42,Ligado,33.77,1208.3,24.6
Geladeira,Eletrodoméstico de cozinha,224.2,Ligado,4.23,153.62,2.58
Televisão,Eletrônico de entretenimento,131.65,Ligado,31.75,102.96,2.52
Ar Condicionado,Climatizador de ambiente,221.13,Desligado,22.15,2000.84,26.04
Microondas,Aquecedor de alimentos,125.94,Ligado,36.69,1196.63,12.45
Geladeira,Eletrodoméstico de cozinha,222.39,Ligado,3.98,143.28,4.29
Máquina de Lavar,Eletrodoméstico de lavanderia,216.91,Ligado,20.98,498.5,11.31
Máquina de Lavar,Eletrodoméstico de lavanderia,215.28,Ligado,18.17,501.4,8.99
Geladeira,Eletrodoméstico de cozinha,223.35,Ligado,3.5,155.38,4.05
Ar Condicionado,Climatizador de ambiente,221.47,Desligado,24.67,1999.92,52.86
Máquina de Lavar,Eletrodoméstico de lavanderia,218.59,Ligado,19.62,492.99,9.06
Televisão,Eletrônico de entretenimento,129.08,Ligado,28.79,108.82,1.44
Máquina de Lavar,Eletrodoméstico de lavanderia,216.63,Ligado,21.61,496.34,5.35
Microondas,Aquecedor de alimentos,124.61,Ligado,35.33,1208.54,20.89
Microondas,Aquecedor de alimentos,124.58,Ligado,33.41,1191.93,31.8
Ar Condicionado,Climatizador de ambiente,223.57,Desligado,23.03,2007.26,33.96
Ar Condicionado,Climatizador de ambiente,217.27,Desligado,22.71,2009.71,43.56
Televisão,Eletrônico de entretenimento,125.99,Ligado,28.3,95.57,2.17
Ar Condicionado,Climatizador de ambiente,219.54,Desligado,22.19,2009.04,44.17
Máquina de Lavar,Eletrodoméstico de lavanderia,224.64,Ligado,19.47,497.24,14.45
Televisão,Eletrônico de entretenimento,125.29,Ligado,31.02,93.14,1.76
Máquina de Lavar,Eletrodoméstico de lavanderia,221.83,Ligado,19.93,495.42,5.57
Microondas,Aquecedor de alimentos,128.77,Ligado,33.96,1201.58,28.64
Microondas,Aquecedor de alimentos,122.56,Ligado,36.19,1191.81,31.0
Microondas,Aquecedor de alimentos,124.4,Ligado,35.33,1208.26,13.35
Máquina de Lavar,Eletrodoméstico de lavanderia,222.34,Ligado,18.9,490.75,11.15
Microondas,Aquecedor de alimentos,127.95,Ligado,36.9,1208.07,21.1
Televisão,Eletrônico de entretenimento,127.83,Ligado,30.72,100.08,2.98
Ar Condicionado,Climatizador de ambiente,215.76,Desligado,23.09,1995.63,56.44
Máquina de Lavar,Eletrodoméstico de lavanderia,218.18,Ligado,20.7,492.98,14.41
Ar Condicionado,Climatizador de ambiente,220.88,Desligado,25.82,2009.29,45.81
Geladeira,Eletrodoméstico de cozinha,217.78,Ligado,4.22,151.67,4.0
Microondas,Aquecedor de alimentos,123.35,Ligado,33.72,1194.41,33.4
Máquina de Lavar,Eletrodoméstico de lavanderia,222.06,Ligado,20.58,491.15,11.78
Geladeira,Eletrodoméstico de cozinha,224.01,Ligado,4.84,142.98,3.14
Microondas,Aquecedor de alimentos,127.65,Ligado,35.21,1193.23,33.91
Máquina de Lavar,Eletrodoméstico de lavanderia,222.53,Ligado,21.58,496.64,11.29
Microondas,Aquecedor de alimentos,125.82,Ligado,33.81,1204.62,12.98
Televisão,Eletrônico de entretenimento,127.14,Ligado,29.94,100.29,2.09
Microondas,Aquecedor de alimentos,130.23,Ligado,36.83,1195.14,26.64
Microondas,Aquecedor de alimentos,127.52,Ligado,33.16,1205.49,25.99
Televisão,Eletrônico de entretenimento,126.32,Ligado,28.37,101.41,2.64
Microondas,Aquecedor de alimentos,131.13,Ligado,35.78,1205.93,15.32
Televisão,Eletrônico de entretenimento,128.35,Ligado,29.59,91.59,2.56
Máquina de Lavar,Eletrodoméstico de lavanderia,218.24,Ligado,21.75,499.47,6.43
Microondas,Aquecedor de alimentos,125.09,Ligado,34.24,1208.99,15.35
Televisão,Eletrônico de entretenimento,123.7,Ligado,31.22,109.11,1.42
Televisão,Eletrônico de entretenimento,126.74,Ligado,28.18,105.94,2.73
Geladeira,Eletrodoméstico de cozinha,222.6,Ligado,2.69,148.74,2.65
Ar Condicionado,Climatizador de ambiente,220.06,Desligado,25.27,1994.27,33.81
Máquina de Lavar,Eletrodoméstico de lavanderia,220.35,Ligado,18.55,504.55,9.04
Máquina de Lavar,Eletrodoméstico de lavanderia,217.31,Ligado,21.45,490.14,9.88
Geladeira,Eletrodoméstico de cozinha,220.0,Ligado,5.95,152.11,1.99
Microondas,Aquecedor de alimentos,123.65,Ligado,36.42,1199.75,23.06
Ar Condicionado,Climatizador de ambiente,224.89,Desligado,22.5,1994.52,28.43
Ar Condicionado,Climatizador de ambiente,223.37,Desligado,23.58,1999.08,49.67
Televisão,Eletrônico de entretenimento,125.44,Ligado,28.84,106.08,1.97
Ar Condicionado,Climatizador de ambiente,221.87,Desligado,25.74,1991.0,24.97
Ar Condicionado,Climatizador de ambiente,219.12,Desligado,25.42,2008.0,28.84
Máquina de Lavar,Eletrodoméstico de lavanderia,216.7,Ligado,21.01,507.63,15.17
Microondas,Aquecedor de alimentos,130.17,Ligado,36.65,1204.92,35.38
Microondas,Aquecedor de alimentos,130.58,Ligado,36.5,1194.6,21.3
Microondas,Aquecedor de alimentos,126.27,Ligado,34.78,1206.28,15.23
Ar Condicionado,Climatizador de ambiente,223.13,Desligado,25.15,2003.59,34.52
Máquina de Lavar,Eletrodoméstico de lavanderia,220.43,Ligado,21.71,508.4,11.05
Ar Condicionado,Climatizador de ambiente,219.31,Desligado,23.53,2003.98,21.29
Televisão,Eletrônico de entretenimento,129.95,Ligado,30.37,104.17,1.33
Televisão,Eletrônico de entretenimento,131.75,Ligado,30.49,104.18,2.14
Máquina de Lavar,Eletrodoméstico de lavanderia,217.98,Ligado,18.82,503.33,13.89
