NomeDispositivo,DescricaoDispositivo,Voltagem,Status,Temperatura,ConsumoWatts,CustoConsumo
Geladeira,Eletrodoméstico de cozinha,216.82,Ligado,3.28,156.12,2.94
Microondas,Aquecedor de alimentos,125.44,Ligado,33.23,1206.37,20.32
Ar Condicionado,Climatizador de ambiente,216.47,Desligado,22.44,2008.7,42.01
Máquina de Lavar,Eletrodoméstico de lavanderia,220.27,Ligado,18.33,498.11,14.64
Máquina de Lavar,Eletrodoméstico de lavanderia,217.11,Ligado,21.07,500.76,6.82
Microondas,Aquecedor de alimentos,129.43,Ligado,33.95,1192.05,31.28
Máquina de Lavar,Eletrodoméstico de lavanderia,223.02,Ligado,19.9,494.69,11.0
Geladeira,Eletrodoméstico de cozinha,216.61,Ligado,2.49,151.64,2.79
Geladeira,Eletrodoméstico de cozinha,223.73,Ligado,4.68,156.84,2.97
Máquina de Lavar,Eletrodoméstico de lavanderia,224.16,Ligado,19.8,493.58,9.98
Televisão,Eletrônico de entretenimento,128.42,Ligado,31.62,91.09,2.6
Microondas,Aquecedor de alimentos,125.52,Ligado,34.74,1195.44,31.61
Televisão,Eletrônico de entretenimento,129.55,Ligado,29.73,91.47,2.69
Televisão,Eletrônico de entretenimento,124.54,Ligado,29.52,93.97,1.58
Microondas,Aquecedor de alimentos,127.08,Ligado,36.28,1193.02,19.54
Ar Condicionado,Climatizador de ambiente,224.21,Desligado,22.06,2000.98,53.08
Ar Condicionado,Climatizador de ambiente,223.91,Desligado,24.14,1990.4,22.5
Microondas,Aquecedor de alimentos,128.2,Ligado,33.98,1193.12,22.36
Máquina de Lavar,Eletrodoméstico de lavanderia,216.18,Ligado,20.96,492.02,9.74
Ar Condicionado,Climatizador de ambiente,223.4,Desligado,22.36,2009.56,45.16
Geladeira,Eletrodoméstico de cozinha,221.41,Ligado,3.09,158.92,1.82
Geladeira,Eletrodoméstico de cozinha,223.55,Ligado,5.89,152.64,4.16
Televisão,Eletrônico de entretenimento,127.23,Ligado,31.97,103.42,1.53
Máquina de Lavar,Eletrodoméstico de lavanderia,217.37,Ligado,20.21,498.76,7.06
Ar Condicionado,Climatizador de ambiente,215.38,Desligado,25.09,2001.93,50.97
Geladeira,Eletrodoméstico de cozinha,217.6,Ligado,2.49,153.69,3.65
Geladeira,Eletrodoméstico de cozinha,221.88,Ligado,3.71,154.06,3.41
Ar Condicionado,Climatizador de ambiente,221.58,Desligado,25.6,1992.99,35.68
Geladeira,Eletrodoméstico de cozinha,219.97,Ligado,3.67,140.83,3.82
Máquina de Lavar,Eletrodoméstico de lavanderia,220.26,Ligado,19.94,505.05,12.4
Televisão,Eletrônico de entretenimento,126.06,Ligado,29.94,97.74,1.15
Máquina de Lavar,Eletrodoméstico de lavanderia,216.0,Ligado,21.02,508.51,14.05
Geladeira,Eletrodoméstico de cozinha,219.57,Ligado,2.27,140.49,2.58
Televisão,Eletrônico de entretenimento,125.44,Ligado,28.66,107.0,3.0
Microondas,Aquecedor de alimentos,125.22,Ligado,33.92,1208.0,18.7
Microondas,Aquecedor de alimentos,122.74,Ligado,33.88,1202.95,33.74
Geladeira,Eletrodoméstico de cozinha,223.84,Ligado,3.28,146.94,2.71
Microondas,Aquecedor de alimentos,128.32,Ligado,36.31,1208.91,29.06
Máquina de Lavar,Eletrodoméstico de lavanderia,215.08,Ligado,20.02,497.01,7.62
Televisão,Eletrônico de entretenimento,126.24,Ligado,30.77,101.82,2.31
Microondas,Aquecedor de alimentos,130.58,Ligado,35.66,1207.54,34.11
Televisão,Eletrônico de entretenimento,123.44,Ligado,28.33,106.32,3.06
Microondas,Aquecedor de alimentos,126.99,Ligado,35.53,1203.57,33.65
Ar Condicionado,Climatizador de ambiente,218.51,Desligado,25.95,1992.14,25.02
Ar Condicionado,Climatizador de ambiente,224.39,Desligado,22.32,2002.51,25.32
Microondas,Aquecedor de alimentos,129.82,Ligado,34.96,1198.68,32.48
Máquina de Lavar,Eletrodoméstico de lavanderia,223.66,Ligado,20.12,499.67,8.97
Microondas,Aquecedor de alimentos,122.37,Ligado,33.28,1190.29,24.73
Televisão,Eletrônico de entretenimento,128.4,Ligado,30.96,108.97,2.58
Geladeira,Eletrodoméstico de cozinha,217.67,Ligado,2.19,153.18,4.24
Televisão,Eletrônico de entretenimento,131.25,Ligado,28.4,93.61,1.1
Geladeira,Eletrodoméstico de cozinha,219.7,Ligado,4.61,140.7,1.42
Máquina de Lavar,Eletrodoméstico de lavanderia,216.06,Ligado,19.14,501.77,11.72
Ar Condicionado,Climatizador de ambiente,215.07,Desligado,25.12,1995.54,41.35
Geladeira,Eletrodoméstico de cozinha,222.19,Ligado,5.18,152.8,2.13
Televisão,Eletrônico de entretenimento,123.34,Ligado,31.2,94.46,1.9
Ar Condicionado,Climatizador de ambiente,223.97,Desligado,22.64,2002.19,27.46
Máquina de Lavar,Eletrodoméstico de lavanderia,223.61,Ligado,21.78,507.29,7.29
Máquina de Lavar,Eletrodoméstico de lavanderia,222.85,Ligado,19.39,505.35,10.64
Microondas,Aquecedor de alimentos,131.45,Ligado,34.23,1208.64,12.37
Televisão,Eletrônico de entretenimento,130.77,Ligado,29.99,101.93,1.22
Televisão,Eletrônico de entretenimento,124.37,Ligado,29.21,94.54,1.26
Microondas,Aquecedor de alimentos,131.65,Ligado,33.77,1194.68,32.03
Microondas,Aquecedor de alimentos,122.24,Ligado,36.86,1193.19,18.21
Televisão,Eletrônico de entretenimento,125.1,Ligado,29.94,92.48,1.62
Televisão,Eletrônico de entretenimento,123.38,Ligado,28.29,102.54,1.75
Televisão,Eletrônico de entretenimento,124.3,Ligado,28.27,108.87,2.54
Microondas,Aquecedor de alimentos,122.71,Ligado,35.41,1207.52,30.02
Ar Condicionado,Climatizador de ambiente,222.04,Desligado,25.47,2007.93,38.31
Ar Condicionado,Climatizador de ambiente,223.64,Desligado,25.65,2002.2,30.35
Televisão,Eletrônico de entretenimento,122.74,Ligado,31.27,91.84,1.04
Máquina de Lavar,Eletrodoméstico de lavanderia,215.82,Ligado,20.88,491.59,6.16
Ar Condicionado,Climatizador de ambiente,224.25,Desligado,23.89,2009.47,39.9
Geladeira,Eletrodoméstico de cozinha,217.44,Ligado,5.6,158.78,3.61
Máquina de Lavar,Eletrodoméstico de lavanderia,219.46,Ligado,21.0,504.49,6.04
Televisão,Eletrônico de entretenimento,130.36,Ligado,31.0,97.31,1.65
Ar Condicionado,Climatizador de ambiente,223.47,Desligado,23.59,1999.72,56.57
Ar Condicionado,Climatizador de ambiente,223.45,Desligado,22.76,1992.48,44.09
Ar Condicionado,Climatizador de ambiente,223.94,Desligado,23.31,1998.81,45.2
Geladeira,Eletrodoméstico de cozinha,219.74,Ligado,3.79,152.23,4.51
Microondas,Aquecedor de alimentos,127.47,Ligado,34.12,1208.24,23.44
Televisão,Eletrônico de entretenimento,126.96,Ligado,31.09,97.43,1.04
Geladeira,Eletrodoméstico de cozinha,222.02,Ligado,2.13,145.28,2.97
Geladeira,Eletrodoméstico de cozinha,215.79,Ligado,4.28,150.94,4.43
Ar Condicionado,Climatizador de ambiente,217.1,Desligado,22.37,1994.59,46.65
Microondas,Aquecedor de alimentos,125.15,Ligado,34.81,1196.37,15.32
Máquina de Lavar,Eletrodoméstico de lavanderia,224.19,Ligado,18.6,490.48,9.09
Máquina de Lavar,Eletrodoméstico de lavanderia,219.85,Ligado,19.26,501.69,13.1
Máquina de Lavar,Eletrodoméstico de lavanderia,224.0,Ligado,20.72,498.64,14.59
Máquina de Lavar,Eletrodoméstico de lavanderia,221.9,Ligado,21.08,496.12,5.79
Televisão,Eletrônico de entretenimento,129.25,Ligado,31.61,107.3,3.08
Ar Condicionado,Climatizador de ambiente,218.34,Desligado,23.98,2007.64,44.97
Microondas,Aquecedor de alimentos,125.11,Ligado,36.25,1192.12,25.31
Televisão,Eletrônico de entretenimento,127.32,Ligado,31.27,96.94,1.35
Geladeira,Eletrodoméstico de cozinha,220.65,Ligado,5.68,143.16,3.93
Microondas,Aquecedor de alimentos,128.25,Ligado,35.07,1207.55,19.14
Geladeira,Eletrodoméstico de cozinha,217.28,Ligado,4.39,140.68,2.17
Televisão,Eletrônico de entretenimento,125.82,Ligado,28.26,90.07,1.0
Televisão,Eletrônico de entretenimento,125.19,Ligado,31.55,90.71,0.92
Máquina de Lavar,Eletrodoméstico de lavanderia,220.65,Ligado,20.67,502.75,9.42
Máquina de Lavar,Eletrodoméstico de lavanderia,217.7,Ligado,19.49,500.34,8.01
Máquina de Lavar,Eletrodoméstico de lavanderia,217.8,Ligado,19.0,490.85,11.16
Máquina de Lavar,Eletrodoméstico de lavanderia,221.54,Ligado,21.45,503.87,10.76
Televisão,Eletrônico de entretenimento,126.07,Ligado,28.77,92.89,1.52
Máquina de Lavar,Eletrodoméstico de lavanderia,224.45,Ligado,20.14,502.3,13.7
Máquina de Lavar,Eletrodoméstico de lavanderia,221.9,Ligado,19.38,494.94,11.08
Ar Condicionado,Climatizador de ambiente,216.47,Desligado,22.08,2002.96,44.23
Televisão,Eletrônico de entretenimento,122.9,Ligado,31.96,92.9,1.76
Televisão,Eletrônico de entretenimento,127.59,Ligado,28.51,94.0,2.52
Televisão,Eletrônico de entretenimento,126.72,Ligado,28.28,104.45,1.8
Geladeira,Eletrodoméstico de cozinha,220.52,Ligado,3.98,149.64,2.86
Geladeira,Eletrodoméstico de cozinha,220.44,Ligado,5.47,150.37,2.11
Geladeira,Eletrodoméstico de cozinha,220.26,Ligado,2.43,158.2,2.5
Geladeira,Eletrodoméstico de cozinha,222.57,Ligado,4.83,151.48,3.5
Geladeira,Eletrodoméstico de cozinha,217.76,Ligado,2.66,151.39,3.66
Microondas,Aquecedor de alimentos,127.61,Ligado,35.95,1205.2,16.09
Geladeira,Eletrodoméstico de cozinha,219.43,Ligado,5.07,148.75,3.43
Microondas,Aquecedor de alimentos,131.81,Ligado,34.86,1204.99,24.94
Máquina de Lavar,Eletrodoméstico de lavanderia,222.84,Ligado,21.97,508.84,10.77
Geladeira,Eletrodoméstico de cozinha,219.69,Ligado,4.43,158.76,1.64
Televisão,Eletrônico de entretenimento,123.45,Ligado,28.1,90.29,2.28
Máquina de Lavar,Eletrodoméstico de lavanderia,223.56,Ligado,21.14,495.09,7.96
Ar Condicionado,Climatizador de ambiente,221.33,Desligado,23.24,1994.53,25.11
Máquina de Lavar,Eletrodoméstico de lavanderia,219.9,Ligado,21.01,495.74,6.89
Ar Condicionado,Climatizador de ambiente,222.24,Desligado,24.77,2006.98,28.22
Microondas,Aquecedor de alimentos,125.46,Ligado,35.61,1207.85,30.69
Televisão,Eletrônico de entretenimento,129.61,Ligado,29.13,104.67,1.82
Televisão,Eletrônico de entretenimento,124.12,Ligado,29.37,102.35,1.09
Ar Condicionado,Climatizador de ambiente,217.74,Desligado,24.25,2002.79,50.36
Ar Condicionado,Climatizador de ambiente,220.46,Desligado,24.67,1996.9,45.74
Televisão,Eletrônico de entretenimento,124.69,Ligado,31.06,103.85,2.37
Televisão,Eletrônico de entretenimento,127.26,Ligado,29.45,102.06,1.58
Ar Condicionado,Climatizador de ambiente,218.98,Desligado,25.82,1995.33,25.52
Máquina de Lavar,Eletrodoméstico de lavanderia,223.13,Ligado,19.62,506.39,14.04
Microondas,Aquecedor de alimentos,129.52,Ligado,35.79,1202.16,16.26
Ar Condicionado,Climatizador de ambiente,224.25,Desligado,24.14,2004.31,45.12
Ar Condicionado,Climatizador de ambiente,216.83,Desligado,23.68,1996.99,39.07
Microondas,Aquecedor de alimentos,122.24,Ligado,35.26,1206.46,21.24
Ar Condicionado,Climatizador de ambiente,216.2,Desligado,23.48,1993.76,57.94
Televisão,Eletrônico de entretenimento,125.0,Ligado,28.63,104.91,1.72
Ar Condicionado,Climatizador de ambiente,224.04,Desligado,25.43,2007.72,31.92
Geladeira,Eletrodoméstico de cozinha,220.88,Ligado,2.19,146.44,2.03
Máquina de Lavar,Eletrodoméstico de lavanderia,224.21,Ligado,20.79,498.37,9.48
Microondas,Aquecedor de alimentos,122.5,Ligado,36.61,1198.95,29.24
Máquina de Lavar,Eletrodoméstico de lavanderia,217.06,Ligado,19.5,508.16,7.63
Geladeira,Eletrodoméstico de cozinha,222.52,Ligado,5.05,158.44,2.04
Ar Condicionado,Climatizador de ambiente,222.75,Desligado,25.5,1995.72,41.65
Microondas,Aquecedor de alimentos,128.56,Ligado,36.57,1193.71,21.21
Máquina de Lavar,Eletrodoméstico de lavanderia,215.74,Ligado,18.2,492.49,5.22
Geladeira,Eletrodoméstico de cozinha,215.13,Ligado,3.7,157.25,3.24
Microondas,Aquecedor de alimentos,123.74,Ligado,33.06,1195.23,26.83
Ar Condicionado,Climatizador de ambiente,224.1,Desligado,25.74,1993.17,29.3
Ar Condicionado,Climatizador de ambiente,218.1,Desligado,22.57,2000.92,39.22
Ar Condicionado,Climatizador de ambiente,220.52,Desligado,25.58,1991.77,42.96
Televisão,Eletrônico de entretenimento,125.97,Ligado,31.02,97.9,1.79
Ar Condicionado,Climatizador de ambiente,224.77,Desligado,22.55,1999.34,51.26
Geladeira,Eletrodoméstico de cozinha,222.77,Ligado,2.1,144.76,3.7
Ar Condicionado,Climatizador de ambiente,222.82,Desligado,23.85,1997.76,54.4
Microondas,Aquecedor de alimentos,124.61,Ligado,34.58,1209.27,33.13
Televisão,Eletrônico de entretenimento,124.11,Ligado,30.33,98.43,1.33
Microondas,Aquecedor de alimentos,130.3,Ligado,36.31,1203.09,16.29
Microondas,Aquecedor de alimentos,123.67,Ligado,34.52,1196.26,23.6
Geladeira,Eletrodoméstico de cozinha,222.62,Ligado,5.96,144.81,2.04
Máquina de Lavar,Eletrodoméstico de lavanderia,220.1,Ligado,20.71,508.29,5.97
Geladeira,Eletrodoméstico de cozinha,219.18,Ligado,4.71,144.47,3.61
Microondas,Aquecedor de alimentos,131.41,Ligado,34.99,1209.13,12.99
Microondas,Aquecedor de alimentos,128.22,Ligado,34.42,1196.13,12.48
Microondas,Aquecedor de alimentos,125.55,Ligado,33.05,1193.83,20.43
Geladeira,Eletrodoméstico de cozinha,223.13,Ligado,4.85,150.44,3.04
Microondas,Aquecedor de alimentos,130.26,Ligado,36.54,1208.38,20.47
Televisão,Eletrônico de entretenimento,131.96,Ligado,28.78,91.72,1.63
Televisão,Eletrônico de entretenimento,122.19,Ligado,28.9,106.67,1.32
Televisão,Eletrônico de entretenimento,131.88,Ligado,30.32,103.11,2.53
Televisão,Eletrônico de entretenimento,129.71,Ligado,31.47,98.74,1.99
Ar Condicionado,Climatizador de ambiente,216.47,Desligado,24.97,1990.08,58.05
Máquina de Lavar,Eletrodoméstico de lavanderia,223.86,Ligado,21.6,497.06,6.35
Ar Condicionado,Climatizador de ambiente,222.96,Desligado,24.58,2005.15,40.62
Geladeira,Eletrodoméstico de cozinha,215.33,Ligado,4.78,150.76,3.48
Máquina de Lavar,Eletrodoméstico de lavanderia,215.09,Ligado,19.7,508.13,14.32
Microondas,Aquecedor de alimentos,128.44,Ligado,36.86,1206.13,15.44
Geladeira,Eletrodoméstico de cozinha,219.28,Ligado,2.35,153.84,3.24
Ar Condicionado,Climatizador de ambiente,224.17,Desligado,22.36,1992.77,21.31
Ar Condicionado,Climatizador de ambiente,222.82,Desligado,22.36,1992.78,33.01
Máquina de Lavar,Eletrodoméstico de lavanderia,217.5,Ligado,21.9,491.36,9.23
Ar Condicionado,Climatizador de ambiente,224.73,Desligado,22.39,1998.88,31.64
Televisão,Eletrônico de entretenimento,126.2,Ligado,28.76,100.21,1.73
Microondas,Aquecedor de alimentos,126.42,Ligado,34.38,1206.4,24.72
Geladeira,Eletrodoméstico de cozinha,217.24,Ligado,4.63,157.31,2.39
Máquina de Lavar,Eletrodoméstico de lavanderia,220.67,Ligado,20.44,503.24,10.71
Geladeira,Eletrodoméstico de cozinha,220.89,Ligado,3.56,145.88,2.37
Televisão,Eletrônico de entretenimento,124.19,Ligado,29.16,109.88,3.22
Ar Condicionado,Climatizador de ambiente,220.83,Desligado,24.7,1990.18,47.03
Microondas,Aquecedor de alimentos,129.72,Ligado,36.83,1199.61,33.54
Ar Condicionado,Climatizador de ambiente,217.63,Desligado,22.94,2000.74,54.17
Microondas,Aquecedor de alimentos,126.86,Ligado,33.81,1203.14,35.75
Ar Condicionado,Climatizador de ambiente,219.59,Desligado,22.18,2004.07,27.84
Microondas,Aquecedor de alimentos,124.86,Ligado,34.82,1191.14,17.29
Televisão,Eletrônico de entretenimento,124.44,Ligado,28.09,93.07,2.18
Televisão,Eletrônico de entretenimento,124.21,Ligado,30.53,103.24,2.73
Ar Condicionado,Climatizador de ambiente,215.1,Desligado,23.67,2009.79,53.8
Geladeira,Eletrodoméstico de cozinha,224.67,Ligado,4.36,151.42,1.97
Máquina de Lavar,Eletrodoméstico de lavanderia,220.22,Ligado,19.67,503.64,5.23
Televisão,Eletrônico de entretenimento,126.26,Ligado,28.1,105.21,1.53
Microondas,Aquecedor de alimentos,126.45,Ligado,34.75,1202.56,30.12
Televisão,Eletrônico de entretenimento,124.11,Ligado,28.33,95.75,1.14
Microondas,Aquecedor de alimentos,125.63,Ligado,36.57,1192.14,34.71
Máquina de Lavar,Eletrodoméstico de lavanderia,217.35,Ligado,18.05,502.91,12.63
Geladeira,Eletrodoméstico de cozinha,220.96,Ligado,5.4,144.62,2.73
Geladeira,Eletrodoméstico de cozinha,224.81,Ligado,5.11,147.39,3.3
Máquina de Lavar,Eletrodoméstico de lavanderia,217.63,Ligado,19.57,498.09,7.97
Microondas,Aquecedor de alimentos,127.04,Ligado,33.81,1198.67,34.59
Geladeira,Eletrodoméstico de cozinha,221.55,Ligado,5.08,145.83,1.48
Microondas,Aquecedor de alimentos,122.37,Ligado,34.55,1207.29,19.67
Ar Condicionado,Climatizador de ambiente,215.33,Desligado,22.53,2002.12,56.82
Microondas,Aquecedor de alimentos,127.26,Ligado,33.37,1201.56,13.93
Ar Condicionado,Climatizador de ambiente,220.9,Desligado,25.0,2008.8,20.5
Televisão,Eletrônico de entretenimento,128.51,Ligado,29.21,98.44,1.02
Ar Condicionado,Climatizador de ambiente,219.81,Desligado,25.43,2000.7,27.35
Máquina de Lavar,Eletrodoméstico de lavanderia,218.79,Ligado,18.49,509.0,13.5
Televisão,Eletrônico de entretenimento,125.9,Ligado,30.58,106.78,1.66
Microondas,Aquecedor de alimentos,130.77,Ligado,35.32,1196.13,30.33
Ar Condicionado,Climatizador de ambiente,218.47,Desligado,22.22,2003.11,46.07
Máquina de Lavar,Eletrodoméstico de lavanderia,215.35,Ligado,20.04,499.7,14.08
Televisão,Eletrônico de entretenimento,128.31,Ligado,28.97,93.1,2.33
Geladeira,Eletrodoméstico de cozinha,223.39,Ligado,5.87,149.03,1.88
Ar Condicionado,Climatizador de ambiente,218.33,Desligado,24.94,1998.38,26.03
Ar Condicionado,Climatizador de ambiente,216.12,Desligado,25.5,1999.65,31.72
Microondas,Aquecedor de alimentos,125.62,Ligado,35.0,1198.78,30.42
Geladeira,Eletrodoméstico de cozinha,222.39,Ligado,4.68,149.0,4.3
Microondas,Aquecedor de alimentos,126.92,Ligado,35.68,1200.28,16.29
Televisão,Eletrônico de entretenimento,124.33,Ligado,30.8,98.46,1.04
Geladeira,Eletrodoméstico de cozinha,215.26,Ligado,5.32,140.38,1.72
Ar Condicionado,Climatizador de ambiente,222.8,Desligado,24.78,2000.48,26.06
Máquina de Lavar,Eletrodoméstico de lavanderia,220.15,Ligado,18.09,504.23,7.03
Ar Condicionado,Climatizador de ambiente,223.51,Desligado,22.75,2009.96,36.84
Máquina de Lavar,Eletrodoméstico de lavanderia,224.19,Ligado,19.78,493.54,11.38
Ar Condicionado,Climatizador de ambiente,223.04,Desligado,25.74,1998.4,52.63
Microondas,Aquecedor de alimentos,126.72,Ligado,33.52,1206.77,35.42
Máquina de Lavar,Eletrodoméstico de lavanderia,218.2,Ligado,21.62,492.59,9.84
Geladeira,Eletrodoméstico de cozinha,222.02,Ligado,5.56,148.08,3.68
Geladeira,Eletrodoméstico de cozinha,224.61,Ligado,4.06,159.69,2.29
Ar Condicionado,Climatizador de ambiente,224.14,Desligado,22.01,2003.09,24.56
Máquina de Lavar,Eletrodoméstico de lavanderia,224.56,Ligado,21.13,495.98,5.32
Geladeira,Eletrodoméstico de cozinha,219.38,Ligado,4.65,148.59,1.55
Microondas,Aquecedor de alimentos,127.5,Ligado,35.15,1194.58,33.19
Ar Condicionado,Climatizador de ambiente,219.81,Desligado,23.92,2005.73,42.94
Geladeira,Eletrodoméstico de cozinha,223.72,Ligado,5.57,149.3,1.82
Televisão,Eletrônico de entretenimento,129.9,Ligado,31.47,101.47,1.84
Ar Condicionado,Climatizador de ambiente,218.01,Desligado,24.65,1991.27,23.76
Geladeira,Eletrodoméstico de cozinha,217.4,Ligado,2.31,150.53,1.57
Geladeira,Eletrodoméstico de cozinha,215.69,Ligado,5.34,145.44,4.12
Máquina de Lavar,Eletrodoméstico de lavanderia,218.82,Ligado,21.01,504.49,9.78
Microondas,Aquecedor de alimentos,130.15,Ligado,33.14,1195.5,12.1
Geladeira,Eletrodoméstico de cozinha,223.27,Ligado,2.56,156.55,3.93
Ar Condicionado,Climatizador de ambiente,216.7,Desligado,23.07,2006.72,29.67
Televisão,Eletrônico de entretenimento,129.83,Ligado,31.71,96.65,2.09
Máquina de Lavar,Eletrodoméstico de lavanderia,221.18,Ligado,21.04,509.43,6.56
Microondas,Aquecedor de alimentos,123.62,Ligado,34.21,1201.84,24.5
Televisão,Eletrônico de entretenimento,124.39,Ligado,31.16,107.63,2.35
Geladeira,Eletrodoméstico de cozinha,222.01,Ligado,2.96,158.88,3.5
Televisão,Eletrônico de entretenimento,124.11,Ligado,29.8,100.08,2.97
Ar Condicionado,Climatizador de ambiente,224.93,Desligado,25.95,2003.55,52.42
Máquina de Lavar,Eletrodoméstico de lavanderia,219.35,Ligado,18.86,490.22,10.84
Geladeira,Eletrodoméstico de cozinha,215.33,Ligado,4.36,154.99,1.65
Máquina de Lavar,Eletrodoméstico de lavanderia,218.8,Ligado,20.91,498.72,11.86
Microondas,Aquecedor de alimentos,130.37,Ligado,35.42,1203.26,16.67
Máquina de Lavar,Eletrodoméstico de lavanderia,216.89,Ligado,20.56,493.81,11.18
Máquina de Lavar,Eletrodoméstico de lavanderia,215.49,Ligado,19.0,509.9,14.91
Máquina de Lavar,Eletrodoméstico de lavanderia,216.72,Ligado,19.67,506.58,13.36
Ar Condicionado,Climatizador de ambiente,216.34,Desligado,23.55,2002.42,29.0
Microondas,Aquecedor de alimentos,123.28,Ligado,35.79,1195.96,33.6
Televisão,Eletrônico de entretenimento,127.43,Ligado,31.55,93.08,2.19
Microondas,Aquecedor de alimentos,122.68,Ligado,34.2,1192.12,28.91
Geladeira,Eletrodoméstico de cozinha,218.82,Ligado,4.88,150.29,3.29
Geladeira,Eletrodoméstico de cozinha,223.92,Ligado,3.23,155.65,2.3
Microondas,Aquecedor de alimentos,128.63,Ligado,34.73,1202.03,28.29
Máquina de Lavar,Eletrodoméstico de lavanderia,220.7,Ligado,20.03,506.14,15.11
Microondas,Aquecedor de alimentos,127.9,Ligado,35.22,1198.28,35.42
Microondas,Aquecedor de alimentos,131.91,Ligado,33.03,1198.02,13.05
Ar Condicionado,Climatizador de ambiente,222.45,Desligado,25.02,1992.2,53.28
Televisão,Eletrônico de entretenimento,123.88,Ligado,30.85,91.02,2.4
Microondas,Aquecedor de alimentos,130.13,Ligado,35.36,1196.13,20.9
Máquina de Lavar,Eletrodoméstico de lavanderia,219.26,Ligado,21.71,500.1,12.86
Máquina de Lavar,Eletrodoméstico de lavanderia,217.28,Ligado,21.64,494.23,14.5
Geladeira,Eletrodoméstico de cozinha,221.09,Ligado,3.54,144.11,2.37
Geladeira,Eletrodoméstico de cozinha,215.32,Ligado,5.64,156.7,4.12
Microondas,Aquecedor de alimentos,124.3,Ligado,36.73,1200.54,14.2
Ar Condicionado,Climatizador de ambiente,223.04,Desligado,25.13,1998.56,25.01
Geladeira,Eletrodoméstico de cozinha,224.85,Ligado,5.56,157.53,3.01
Geladeira,Eletrodoméstico de cozinha,222.73,Ligado,5.82,158.7,2.33
Geladeira,Eletrodoméstico de cozinha,216.49,Ligado,4.38,144.95,3.23
Televisão,Eletrônico de entretenimento,131.68,Ligado,28.3,105.93,2.77
Máquina de Lavar,Eletrodoméstico de lavanderia,216.67,Ligado,19.22,509.25,12.76
Máquina de Lavar,Eletrodoméstico de lavanderia,224.81,Ligado,18.07,490.85,13.05
Ar Condicionado,Climatizador de ambiente,221.35,Desligado,22.29,1994.64,59.38
Microondas,Aquecedor de alimentos,130.18,Ligado,34.57,1202.01,33.96
Microondas,Aquecedor de alimentos,122.56,Ligado,35.11,1199.46,25.31
Máquina de Lavar,Eletrodoméstico de lavanderia,224.5,Ligado,20.01,492.55,14.35
Geladeira,Eletrodoméstico de cozinha,216.14,Ligado,3.24,158.71,2.25
Televisão,Eletrônico de entretenimento,125.21,Ligado,29.93,92.97,1.3
Microondas,Aquecedor de alimentos,131.83,Ligado,35.91,1209.05,32.15
Microondas,Aquecedor de alimentos,131.25,Ligado,33.44,1193.06,20.63
Microondas,Aquecedor de alimentos,127.42,Ligado,34.35,1201.64,24.77
Ar Condicionado,Climatizador de ambiente,218.42,Desligado,23.72,1999.53,45.71
Geladeira,Eletrodoméstico de cozinha,223.31,Ligado,3.42,154.54,4.31
Ar Condicionado,Climatizador de ambiente,219.84,Desligado,22.3,1996.04,46.23
Máquina de Lavar,Eletrodoméstico de lavanderia,218.04,Ligado,18.72,491.83,12.83
Máquina de Lavar,Eletrodoméstico de lavanderia,222.35,Ligado,21.74,500.17,6.68
Máquina de Lavar,Eletrodoméstico de lavanderia,218.63,Ligado,19.0,504.93,10.85
Geladeira,Eletrodoméstico de cozinha,221.06,Ligado,3.25,141.55,4.13
Ar Condicionado,Climatizador de ambiente,219.25,Desligado,23.7,2000.01,52.76
Geladeira,Eletrodoméstico de cozinha,217.76,Ligado,4.9,154.93,2.44
Ar Condicionado,Climatizador de ambiente,217.37,Desligado,24.31,1992.61,44.57
Microondas,Aquecedor de alimentos,128.12,Ligado,34.49,1208.8,26.78
Microondas,Aquecedor de alimentos,129.67,Ligado,33.77,1200.96,30.95
Televisão,Eletrônico de entretenimento,131.55,Ligado,31.28,91.57,1.37
Geladeira,Eletrodoméstico de cozinha,216.33,Ligado,3.06,140.76,3.26
Microondas,Aquecedor de alimentos,126.06,Ligado,34.94,1199.01,22.62
Geladeira,Eletrodoméstico de cozinha,216.15,Ligado,5.2,154.69,2.22
Geladeira,Eletrodoméstico de cozinha,224.98,Ligado,4.35,157.14,1.74
Microondas,Aquecedor de alimentos,130.19,Ligado,34.23,1191.83,23.89
Microondas,Aquecedor de alimentos,124.52,Ligado,35.7,1197.76,27.0
Geladeira,Eletrodoméstico de cozinha,224.82,Ligado,5.17,158.02,4.25
Ar Condicionado,Climatizador de ambiente,219.03,Desligado,24.27,2008.02,54.08
Máquina de Lavar,Eletrodoméstico de lavanderia,219.49,Ligado,21.16,506.76,9.31
Televisão,Eletrônico de entretenimento,129.08,Ligado,30.08,97.97,1.95
Ar Condicionado,Climatizador de ambiente,223.39,Desligado,22.83,2005.0,57.92
Geladeira,Eletrodoméstico de cozinha,220.17,Ligado,4.56,148.44,3.57
Microondas,Aquecedor de alimentos,126.26,Ligado,34.09,1201.07,22.43
Microondas,Aquecedor de alimentos,125.14,Ligado,33.03,1192.44,29.26
Máquina de Lavar,Eletrodoméstico de lavanderia,221.05,Ligado,20.27,507.62,13.3
Geladeira,Eletrodoméstico de cozinha,218.26,Ligado,3.72,144.48,2.18
Geladeira,Eletrodoméstico de cozinha,218.13,Ligado,2.64,147.43,3.83
